code,voltage,divided_voltage,divided_voltage (mV)
121,0.09829101562499999,0.00098291015625,0.98291015625
122,0.0990966796875,0.000990966796875,0.990966796875
123,0.09990234375,0.0009990234375,0.9990234374999999
124,0.1007080078125,0.001007080078125,1.007080078125
125,0.101513671875,0.00101513671875,1.01513671875
126,0.10231933593749999,0.001023193359375,1.023193359375
127,0.103125,0.00103125,1.03125
128,0.1039306640625,0.001039306640625,1.039306640625
129,0.104736328125,0.00104736328125,1.04736328125
130,0.1055419921875,0.001055419921875,1.055419921875
131,0.10634765624999999,0.0010634765625,1.0634765625
132,0.1071533203125,0.0010715332031249998,1.0715332031249998
133,0.107958984375,0.00107958984375,1.07958984375
134,0.1087646484375,0.001087646484375,1.087646484375
135,0.1095703125,0.001095703125,1.095703125
136,0.11037597656249999,0.001103759765625,1.103759765625
137,0.111181640625,0.0011118164062499998,1.1118164062499998
138,0.1119873046875,0.001119873046875,1.119873046875
139,0.11279296875,0.0011279296875,1.1279296875
140,0.1135986328125,0.0011359863281250001,1.1359863281250002
141,0.11440429687499999,0.00114404296875,1.14404296875
142,0.1152099609375,0.0011520996093749999,1.1520996093749998
143,0.116015625,0.00116015625,1.16015625
144,0.1168212890625,0.001168212890625,1.168212890625
145,0.117626953125,0.0011762695312500001,1.1762695312500002
146,0.11843261718749999,0.001184326171875,1.184326171875
147,0.11923828125,0.0011923828124999999,1.1923828124999998
148,0.1200439453125,0.001200439453125,1.200439453125
149,0.120849609375,0.00120849609375,1.20849609375
150,0.1216552734375,0.0012165527343750001,1.2165527343750002
151,0.12246093749999999,0.001224609375,1.224609375
152,0.1232666015625,0.0012326660156249999,1.2326660156249998
153,0.124072265625,0.00124072265625,1.24072265625
154,0.1248779296875,0.001248779296875,1.248779296875
155,0.12568359375,0.0012568359375,1.2568359375
156,0.12648925781249998,0.0012648925781249998,1.2648925781249998
157,0.127294921875,0.0012729492187499999,1.2729492187499998
158,0.12810058593749998,0.0012810058593749998,1.2810058593749998
159,0.12890624999999997,0.0012890624999999996,1.2890624999999996
160,0.1297119140625,0.001297119140625,1.297119140625
161,0.13051757812499998,0.0013051757812499998,1.3051757812499998
162,0.1313232421875,0.001313232421875,1.313232421875
163,0.13212890624999998,0.0013212890624999998,1.3212890624999998
164,0.13293457031249997,0.0013293457031249996,1.3293457031249996
165,0.133740234375,0.00133740234375,1.33740234375
166,0.13454589843749998,0.0013454589843749998,1.3454589843749998
167,0.1353515625,0.001353515625,1.353515625
168,0.13615722656249998,0.0013615722656249998,1.3615722656249998
169,0.13696289062499997,0.0013696289062499996,1.3696289062499996
170,0.1377685546875,0.001377685546875,1.377685546875
171,0.13857421874999998,0.0013857421874999998,1.3857421874999998
172,0.1393798828125,0.001393798828125,1.393798828125
173,0.14018554687499998,0.0014018554687499998,1.4018554687499998
174,0.14099121093749997,0.0014099121093749997,1.4099121093749996
175,0.141796875,0.00141796875,1.41796875
176,0.14260253906249998,0.0014260253906249998,1.4260253906249998
177,0.143408203125,0.00143408203125,1.43408203125
178,0.14421386718749998,0.0014421386718749998,1.4421386718749998
179,0.14501953124999997,0.0014501953124999997,1.4501953124999996
180,0.1458251953125,0.001458251953125,1.458251953125
181,0.14663085937499998,0.0014663085937499998,1.4663085937499998
182,0.1474365234375,0.001474365234375,1.474365234375
183,0.14824218749999998,0.0014824218749999998,1.4824218749999998
184,0.14904785156249997,0.0014904785156249997,1.4904785156249998
185,0.149853515625,0.00149853515625,1.49853515625
186,0.15065917968749998,0.0015065917968749998,1.5065917968749998
187,0.15146484375,0.0015146484375,1.5146484375
188,0.15227050781249998,0.0015227050781249998,1.5227050781249998
189,0.15307617187499997,0.0015307617187499997,1.5307617187499998
190,0.1538818359375,0.001538818359375,1.538818359375
191,0.15468749999999998,0.0015468749999999999,1.5468749999999998
192,0.15549316406249997,0.0015549316406249997,1.5549316406249998
193,0.15629882812499998,0.0015629882812499998,1.5629882812499998
194,0.15710449218749997,0.0015710449218749997,1.5710449218749998
195,0.15791015625,0.0015791015625,1.5791015625
196,0.15871582031249998,0.0015871582031249999,1.5871582031249998
197,0.15952148437499997,0.0015952148437499997,1.5952148437499998
198,0.16032714843749998,0.0016032714843749998,1.6032714843749998
199,0.16113281249999997,0.0016113281249999997,1.6113281249999998
200,0.1619384765625,0.0016193847656249998,1.6193847656249998
201,0.16274414062499998,0.0016274414062499999,1.6274414062499998
202,0.16354980468749997,0.0016354980468749997,1.6354980468749998
203,0.16435546874999998,0.0016435546874999998,1.6435546874999998
204,0.16516113281249997,0.0016516113281249997,1.6516113281249998
205,0.165966796875,0.0016596679687499998,1.6596679687499998
206,0.16677246093749998,0.0016677246093749999,1.6677246093749998
207,0.16757812499999997,0.0016757812499999998,1.6757812499999998
208,0.16838378906249998,0.0016838378906249998,1.6838378906249998
209,0.16918945312499997,0.0016918945312499997,1.6918945312499998
210,0.1699951171875,0.0016999511718749998,1.6999511718749998
211,0.17080078124999998,0.0017080078124999997,1.7080078124999998
212,0.17160644531249997,0.0017160644531249998,1.7160644531249998
213,0.17241210937499998,0.0017241210937499999,1.7241210937499998
214,0.17321777343749997,0.0017321777343749997,1.7321777343749998
215,0.1740234375,0.0017402343749999998,1.7402343749999998
216,0.17482910156249998,0.0017482910156249997,1.7482910156249998
217,0.17563476562499997,0.0017563476562499998,1.7563476562499998
218,0.17644042968749998,0.0017644042968749999,1.7644042968749998
219,0.17724609374999997,0.0017724609374999997,1.7724609374999998
220,0.1780517578125,0.0017805175781249998,1.7805175781249998
221,0.17885742187499998,0.0017885742187499997,1.7885742187499998
222,0.17966308593749997,0.0017966308593749996,1.7966308593749996
223,0.18046874999999998,0.0018046874999999999,1.8046874999999998
224,0.18127441406249997,0.0018127441406249997,1.8127441406249998
225,0.182080078125,0.0018208007812499998,1.8208007812499998
226,0.18288574218749998,0.0018288574218749997,1.8288574218749998
227,0.18369140624999997,0.0018369140624999996,1.8369140624999996
228,0.18449707031249998,0.0018449707031249999,1.8449707031249998
229,0.18530273437499997,0.0018530273437499997,1.8530273437499998
230,0.1861083984375,0.0018610839843749998,1.8610839843749998
231,0.18691406249999998,0.0018691406249999997,1.8691406249999998
232,0.18771972656249997,0.0018771972656249996,1.8771972656249996
233,0.18852539062499998,0.0018852539062499999,1.8852539062499998
234,0.18933105468749997,0.0018933105468749998,1.8933105468749998
235,0.19013671875,0.0019013671874999998,1.9013671874999998
236,0.19094238281249998,0.0019094238281249997,1.9094238281249998
237,0.19174804687499997,0.0019174804687499996,1.9174804687499996
238,0.19255371093749998,0.001925537109375,1.925537109375
239,0.19335937499999997,0.0019335937499999998,1.9335937499999998
240,0.1941650390625,0.0019416503906249999,1.9416503906249998
241,0.19497070312499998,0.0019497070312499997,1.9497070312499998
242,0.19577636718749997,0.0019577636718749996,1.9577636718749996
243,0.19658203124999998,0.0019658203125,1.9658203125
244,0.19738769531249997,0.0019738769531249998,1.9738769531249998
245,0.198193359375,0.00198193359375,1.98193359375
246,0.19899902343749998,0.001989990234375,1.989990234375
247,0.19980468749999997,0.001998046875,1.9980468749999998
248,0.20061035156249998,0.0020061035156249997,2.0061035156249996
249,0.20141601562499997,0.0020141601562499996,2.0141601562499996
250,0.2022216796875,0.002022216796875,2.022216796875
251,0.20302734374999998,0.0020302734374999997,2.0302734374999996
252,0.20383300781249997,0.0020383300781249996,2.0383300781249996
253,0.20463867187499998,0.00204638671875,2.04638671875
254,0.20544433593749997,0.002054443359375,2.054443359375
255,0.20625,0.0020625,2.0625
256,0.20705566406249998,0.002070556640625,2.070556640625
257,0.20786132812499997,0.00207861328125,2.07861328125
258,0.20866699218749998,0.0020866699218749997,2.0866699218749996
259,0.20947265624999997,0.0020947265624999996,2.0947265624999996
260,0.2102783203125,0.002102783203125,2.102783203125
261,0.21108398437499998,0.0021108398437499998,2.1108398437499996
262,0.21188964843749997,0.0021188964843749996,2.1188964843749996
263,0.21269531249999998,0.002126953125,2.126953125
264,0.21350097656249997,0.002135009765625,2.135009765625
265,0.214306640625,0.0021430664062499997,2.1430664062499996
266,0.21511230468749998,0.002151123046875,2.151123046875
267,0.21591796874999997,0.0021591796875,2.1591796875
268,0.21672363281249998,0.0021672363281249997,2.1672363281249996
269,0.21752929687499997,0.0021752929687499996,2.1752929687499996
270,0.2183349609375,0.002183349609375,2.183349609375
271,0.21914062499999998,0.0021914062499999998,2.19140625
272,0.21994628906249997,0.0021994628906249996,2.1994628906249996
273,0.22075195312499998,0.00220751953125,2.20751953125
274,0.22155761718749997,0.002215576171875,2.215576171875
275,0.22236328125,0.0022236328124999997,2.2236328124999996
276,0.22316894531249998,0.0022316894531249996,2.2316894531249996
277,0.22397460937499997,0.00223974609375,2.23974609375
278,0.22478027343749998,0.0022478027343749997,2.2478027343749996
279,0.22558593749999997,0.0022558593749999996,2.2558593749999996
280,0.2263916015625,0.002263916015625,2.263916015625
281,0.22719726562499998,0.00227197265625,2.27197265625
282,0.22800292968749997,0.0022800292968749997,2.2800292968749996
283,0.22880859374999998,0.0022880859375,2.2880859375
284,0.22961425781249997,0.002296142578125,2.296142578125
285,0.230419921875,0.0023041992187499997,2.3041992187499996
286,0.23122558593749998,0.0023122558593749996,2.3122558593749996
287,0.23203124999999997,0.0023203124999999995,2.3203124999999996
288,0.23283691406249998,0.0023283691406249998,2.3283691406249996
289,0.23364257812499997,0.0023364257812499996,2.3364257812499996
290,0.2344482421875,0.002344482421875,2.344482421875
291,0.23525390624999998,0.0023525390625,2.3525390625
292,0.23605957031249997,0.0023605957031249997,2.3605957031249996
293,0.23686523437499998,0.00236865234375,2.36865234375
294,0.23767089843749997,0.002376708984375,2.376708984375
295,0.2384765625,0.0023847656249999997,2.3847656249999996
296,0.23928222656249998,0.0023928222656249996,2.3928222656249996
297,0.24008789062499997,0.0024008789062499995,2.4008789062499996
298,0.24089355468749998,0.0024089355468749998,2.408935546875
299,0.24169921874999997,0.0024169921874999997,2.4169921874999996
300,0.2425048828125,0.002425048828125,2.425048828125
301,0.24331054687499998,0.00243310546875,2.43310546875
302,0.24411621093749997,0.0024411621093749997,2.4411621093749996
303,0.24492187499999998,0.00244921875,2.44921875
304,0.24572753906249997,0.002457275390625,2.457275390625
305,0.246533203125,0.0024653320312499998,2.4653320312499996
306,0.24733886718749998,0.0024733886718749996,2.4733886718749996
307,0.24814453124999997,0.0024814453124999995,2.4814453124999996
308,0.24895019531249998,0.002489501953125,2.489501953125
309,0.24975585937499997,0.0024975585937499997,2.4975585937499996
310,0.2505615234375,0.002505615234375,2.505615234375
311,0.2513671875,0.002513671875,2.513671875
312,0.25217285156249997,0.0025217285156249997,2.5217285156249996
313,0.25297851562499996,0.0025297851562499996,2.5297851562499996
314,0.2537841796875,0.002537841796875,2.537841796875
315,0.25458984375,0.0025458984374999998,2.5458984374999996
316,0.2553955078125,0.0025539550781249996,2.5539550781249996
317,0.25620117187499997,0.0025620117187499995,2.5620117187499996
318,0.25700683593749996,0.0025700683593749994,2.5700683593749996
319,0.2578125,0.002578125,2.578125
320,0.2586181640625,0.002586181640625,2.586181640625
321,0.259423828125,0.00259423828125,2.59423828125
322,0.26022949218749997,0.0026022949218749997,2.6022949218749996
323,0.26103515624999996,0.0026103515624999996,2.6103515624999996
324,0.2618408203125,0.002618408203125,2.618408203125
325,0.262646484375,0.00262646484375,2.62646484375
326,0.2634521484375,0.0026345214843749997,2.6345214843749996
327,0.26425781249999997,0.0026425781249999995,2.6425781249999996
328,0.26506347656249996,0.0026506347656249994,2.6506347656249996
329,0.265869140625,0.00265869140625,2.65869140625
330,0.2666748046875,0.002666748046875,2.666748046875
331,0.26748046875,0.0026748046875,2.6748046875
332,0.26828613281249997,0.0026828613281249998,2.6828613281249996
333,0.26909179687499996,0.0026909179687499996,2.6909179687499996
334,0.2698974609375,0.002698974609375,2.698974609375
335,0.270703125,0.00270703125,2.70703125
336,0.2715087890625,0.0027150878906249997,2.7150878906249996
337,0.27231445312499997,0.0027231445312499995,2.7231445312499996
338,0.27312011718749996,0.0027312011718749994,2.7312011718749996
339,0.27392578125,0.0027392578125,2.7392578125
340,0.2747314453125,0.002747314453125,2.747314453125
341,0.275537109375,0.00275537109375,2.75537109375
342,0.27634277343749997,0.0027634277343749998,2.7634277343749996
343,0.27714843749999996,0.0027714843749999996,2.7714843749999996
344,0.2779541015625,0.002779541015625,2.779541015625
345,0.278759765625,0.00278759765625,2.78759765625
346,0.2795654296875,0.0027956542968749997,2.7956542968749996
347,0.28037109374999997,0.0028037109374999996,2.8037109374999996
348,0.28117675781249996,0.0028117675781249994,2.8117675781249996
349,0.281982421875,0.00281982421875,2.81982421875
350,0.2827880859375,0.002827880859375,2.827880859375
351,0.28359375,0.0028359375,2.8359375
352,0.28439941406249997,0.002843994140625,2.843994140625
353,0.28520507812499996,0.0028520507812499997,2.8520507812499996
354,0.2860107421875,0.002860107421875,2.860107421875
355,0.28681640625,0.0028681640625,2.8681640625
356,0.2876220703125,0.0028762207031249997,2.8762207031249996
357,0.28842773437499997,0.0028842773437499996,2.8842773437499996
358,0.28923339843749996,0.0028923339843749995,2.8923339843749996
359,0.2900390625,0.002900390625,2.900390625
360,0.2908447265625,0.002908447265625,2.908447265625
361,0.291650390625,0.00291650390625,2.91650390625
362,0.29245605468749997,0.002924560546875,2.924560546875
363,0.29326171874999996,0.0029326171874999997,2.9326171874999996
364,0.2940673828125,0.002940673828125,2.940673828125
365,0.294873046875,0.00294873046875,2.94873046875
366,0.2956787109375,0.0029567871093749997,2.9567871093749996
367,0.29648437499999997,0.0029648437499999996,2.9648437499999996
368,0.29729003906249996,0.0029729003906249995,2.9729003906249996
369,0.298095703125,0.00298095703125,2.98095703125
370,0.2989013671875,0.002989013671875,2.989013671875
371,0.29970703125,0.0029970703125,2.9970703125
372,0.30051269531249997,0.003005126953125,3.005126953125
373,0.30131835937499996,0.0030131835937499997,3.0131835937499996
374,0.3021240234375,0.003021240234375,3.021240234375
375,0.3029296875,0.003029296875,3.029296875
376,0.3037353515625,0.0030373535156249997,3.0373535156249996
377,0.30454101562499997,0.0030454101562499996,3.0454101562499996
378,0.30534667968749996,0.0030534667968749995,3.0534667968749996
379,0.30615234375,0.0030615234375,3.0615234375
380,0.3069580078125,0.003069580078125,3.069580078125
381,0.307763671875,0.00307763671875,3.07763671875
382,0.30856933593749997,0.003085693359375,3.085693359375
383,0.30937499999999996,0.0030937499999999997,3.0937499999999996
384,0.31018066406249994,0.0031018066406249996,3.1018066406249996
385,0.310986328125,0.00310986328125,3.10986328125
386,0.3117919921875,0.0031179199218749998,3.1179199218749996
387,0.31259765624999997,0.0031259765624999996,3.1259765624999996
388,0.31340332031249996,0.0031340332031249995,3.1340332031249996
389,0.31420898437499994,0.0031420898437499994,3.1420898437499996
390,0.3150146484375,0.0031501464843749997,3.1501464843749996
391,0.3158203125,0.003158203125,3.158203125
392,0.31662597656249997,0.003166259765625,3.166259765625
393,0.31743164062499996,0.0031743164062499997,3.1743164062499996
394,0.31823730468749994,0.0031823730468749996,3.1823730468749996
395,0.31904296875,0.0031904296875,3.1904296875
396,0.3198486328125,0.0031984863281249998,3.198486328125
397,0.32065429687499997,0.0032065429687499996,3.2065429687499996
398,0.32145996093749996,0.0032145996093749995,3.2145996093749996
399,0.32226562499999994,0.0032226562499999994,3.2226562499999996
400,0.3230712890625,0.0032307128906249997,3.2307128906249996
401,0.323876953125,0.0032387695312499996,3.2387695312499996
402,0.32468261718749997,0.003246826171875,3.246826171875
403,0.32548828124999996,0.0032548828124999997,3.2548828124999996
404,0.32629394531249994,0.0032629394531249996,3.2629394531249996
405,0.327099609375,0.00327099609375,3.27099609375
406,0.3279052734375,0.003279052734375,3.279052734375
407,0.32871093749999997,0.0032871093749999997,3.2871093749999996
408,0.32951660156249996,0.0032951660156249995,3.2951660156249996
409,0.33032226562499994,0.0033032226562499994,3.3032226562499996
410,0.3311279296875,0.0033112792968749997,3.3112792968749996
411,0.33193359375,0.0033193359374999996,3.3193359374999996
412,0.33273925781249997,0.0033273925781249995,3.3273925781249996
413,0.33354492187499996,0.0033354492187499998,3.3354492187499996
414,0.33435058593749994,0.0033435058593749996,3.3435058593749996
415,0.33515625,0.0033515625,3.3515625
416,0.3359619140625,0.003359619140625,3.359619140625
417,0.33676757812499997,0.0033676757812499997,3.3676757812499996
418,0.33757324218749996,0.0033757324218749996,3.3757324218749996
419,0.33837890624999994,0.0033837890624999994,3.3837890624999996
420,0.3391845703125,0.0033918457031249997,3.3918457031249996
421,0.339990234375,0.0033999023437499996,3.3999023437499996
422,0.34079589843749997,0.0034079589843749995,3.4079589843749996
423,0.34160156249999996,0.0034160156249999993,3.4160156249999996
424,0.34240722656249994,0.0034240722656249997,3.4240722656249996
425,0.343212890625,0.00343212890625,3.43212890625
426,0.3440185546875,0.003440185546875,3.440185546875
427,0.34482421874999997,0.0034482421874999997,3.4482421874999996
428,0.34562988281249996,0.0034562988281249996,3.4562988281249996
429,0.34643554687499994,0.0034643554687499994,3.4643554687499996
430,0.3472412109375,0.0034724121093749998,3.4724121093749996
431,0.348046875,0.0034804687499999996,3.4804687499999996
432,0.34885253906249997,0.0034885253906249995,3.4885253906249996
433,0.34965820312499996,0.0034965820312499994,3.4965820312499996
434,0.35046386718749994,0.0035046386718749992,3.504638671874999
435,0.35126953125,0.0035126953125,3.5126953125
436,0.3520751953125,0.003520751953125,3.520751953125
437,0.35288085937499997,0.0035288085937499997,3.5288085937499996
438,0.35368652343749996,0.0035368652343749996,3.5368652343749996
439,0.35449218749999994,0.0035449218749999995,3.5449218749999996
440,0.3552978515625,0.0035529785156249998,3.5529785156249996
441,0.356103515625,0.0035610351562499996,3.5610351562499996
442,0.35690917968749997,0.0035690917968749995,3.5690917968749996
443,0.35771484374999996,0.0035771484374999994,3.5771484374999996
444,0.35852050781249994,0.0035852050781249993,3.585205078124999
445,0.359326171875,0.00359326171875,3.59326171875
446,0.3601318359375,0.003601318359375,3.601318359375
447,0.36093749999999997,0.0036093749999999997,3.6093749999999996
448,0.36174316406249996,0.0036174316406249996,3.6174316406249996
449,0.36254882812499994,0.0036254882812499995,3.6254882812499996
450,0.3633544921875,0.003633544921875,3.633544921875
451,0.36416015625,0.0036416015624999997,3.6416015624999996
452,0.36496582031249997,0.0036496582031249995,3.6496582031249996
453,0.36577148437499996,0.0036577148437499994,3.6577148437499996
454,0.36657714843749994,0.0036657714843749993,3.665771484374999
455,0.3673828125,0.003673828125,3.673828125
456,0.3681884765625,0.003681884765625,3.681884765625
457,0.36899414062499997,0.0036899414062499998,3.6899414062499996
458,0.36979980468749996,0.0036979980468749996,3.6979980468749996
459,0.37060546874999994,0.0037060546874999995,3.7060546874999996
460,0.3714111328125,0.003714111328125,3.714111328125
461,0.372216796875,0.0037221679687499997,3.7221679687499996
462,0.37302246093749997,0.0037302246093749995,3.7302246093749996
463,0.37382812499999996,0.0037382812499999994,3.7382812499999996
464,0.37463378906249994,0.0037463378906249993,3.746337890624999
465,0.375439453125,0.00375439453125,3.75439453125
466,0.3762451171875,0.003762451171875,3.762451171875
467,0.37705078124999997,0.0037705078124999998,3.7705078124999996
468,0.37785644531249996,0.0037785644531249996,3.7785644531249996
469,0.37866210937499994,0.0037866210937499995,3.7866210937499996
470,0.3794677734375,0.003794677734375,3.794677734375
471,0.3802734375,0.0038027343749999997,3.8027343749999996
472,0.38107910156249997,0.0038107910156249996,3.8107910156249996
473,0.38188476562499996,0.0038188476562499994,3.8188476562499996
474,0.38269042968749994,0.0038269042968749993,3.826904296874999
475,0.38349609375,0.0038349609375,3.8349609375
476,0.3843017578125,0.003843017578125,3.843017578125
477,0.38510742187499997,0.00385107421875,3.85107421875
478,0.38591308593749996,0.0038591308593749997,3.8591308593749996
479,0.38671874999999994,0.0038671874999999995,3.8671874999999996
480,0.3875244140625,0.003875244140625,3.875244140625
481,0.388330078125,0.0038833007812499997,3.8833007812499996
482,0.38913574218749997,0.0038913574218749996,3.8913574218749996
483,0.38994140624999996,0.0038994140624999995,3.8994140624999996
484,0.39074707031249994,0.003907470703125,3.9074707031249996
485,0.391552734375,0.00391552734375,3.91552734375
486,0.3923583984375,0.0039235839843749995,3.9235839843749996
487,0.39316406249999997,0.003931640625,3.931640625
488,0.39396972656249996,0.003939697265624999,3.939697265624999
489,0.39477539062499994,0.0039477539062499995,3.9477539062499996
490,0.3955810546875,0.003955810546875,3.955810546875
491,0.39638671875,0.0039638671875,3.9638671875
492,0.39719238281249997,0.003971923828125,3.9719238281249996
493,0.39799804687499996,0.00397998046875,3.97998046875
494,0.39880371093749994,0.003988037109374999,3.9880371093749996
495,0.399609375,0.00399609375,3.9960937499999996
496,0.4004150390625,0.004004150390625,4.004150390625
497,0.40122070312499997,0.004012207031249999,4.012207031249999
498,0.40202636718749996,0.004020263671875,4.020263671875
499,0.40283203124999994,0.004028320312499999,4.028320312499999
500,0.4036376953125,0.004036376953125,4.036376953125
501,0.404443359375,0.00404443359375,4.04443359375
502,0.40524902343749997,0.004052490234375,4.052490234375
503,0.40605468749999996,0.0040605468749999995,4.060546874999999
504,0.40686035156249994,0.004068603515625,4.068603515625
505,0.407666015625,0.00407666015625,4.07666015625
506,0.4084716796875,0.0040847167968749995,4.084716796874999
507,0.40927734374999997,0.0040927734375,4.0927734375
508,0.41008300781249996,0.004100830078124999,4.100830078124999
509,0.41088867187499994,0.00410888671875,4.10888671875
510,0.4116943359375,0.004116943359375,4.116943359375
511,0.4125,0.004125,4.125
