T,R,calc,error
63,62.196,62.19660194174757,0.0006019417475755517
64,62.388,62.388392857142854,0.0003928571428559735
65,62.58,62.5802654109589,0.0002654109589030895
66,62.772,62.772529069767444,0.0005290697674453781
67,62.964,62.96502976190476,0.0010297619047605622
68,63.156,63.1571261682243,0.0011261682243031146
69,63.348,63.349184782608695,0.0011847826086963664
70,63.54,63.53874063670412,0.001259363295879723
71,63.731,63.730736301369866,0.0002636986301354227
72,63.922,63.92045454545455,0.0015454545454502977
73,64.113,64.11267201834863,0.00032798165136682655
74,64.304,64.30288461538461,0.001115384615388848
75,64.495,64.4933956185567,0.00160438144330044
76,64.686,64.68563988095238,0.0003601190476274496
77,64.877,64.87771739130434,0.0007173913043487801
78,65.068,65.06799768518519,2.3148148073914854e-06
79,65.259,65.2591765873016,0.00017658730159553215
80,65.45,65.44961734693878,0.0003826530612229817
81,65.64,65.63960280373831,0.000397196261687327
82,65.83,65.82991803278688,8.196721312003774e-05
83,66.02,66.02008079847909,8.079847908959437e-05
84,66.21,66.20984636871509,0.00015363128490264444
85,66.4,66.40625,0.006249999999994316
86,66.59,66.59007352941177,7.352941176463901e-05
87,66.78,66.78225267379679,0.002252673796789395
88,66.97,66.97065114068441,0.0006511406844111889
89,67.16,67.16145833333334,0.0014583333333462178
90,67.35,67.34913793103448,0.0008620689655174374
91,67.54,67.53883136094674,0.0011686390532616997
92,67.73,67.72967896174863,0.0003210382513714194
93,67.92,67.919921875,7.81250000017053e-05
94,68.11,68.11079545454545,0.000795454545453822
95,68.3,68.30018939393939,0.00018939393939376714
96,68.49,68.48958333333333,0.0004166666666662877
97,68.68,68.68003731343283,3.7313432827090764e-05
98,68.87,68.8711564171123,0.0011564171122984135
99,69.06,69.05955188679246,0.0004481132075397909
100,69.25,69.24913194444444,0.0008680555555571345
