temp,value
1061,3.706
1062,3.708
1063,3.716
1064,3.717
1065,3.724
1066,3.729
1067,3.732
1068,3.74
1069,3.741
1070,3.749
1071,3.752
1072,3.757
1073,3.763
1074,3.765
1075,3.774
1076,3.775
1077,3.782
1078,3.786
1079,3.79
1080,3.797
1081,3.798
1082,3.807
1083,3.809
1084,3.815
1085,3.82
1086,3.823
1087,3.832
1088,3.84
1089,3.848
1090,3.857
1091,3.865
1092,3.873
1093,3.882
1094,3.89
1095,3.898
1096,3.907
1097,3.915
1098,3.923
1099,3.932
1100,3.94
1101,3.949
1102,3.957
1103,3.965
1104,3.974
1105,3.982
1106,3.991
1107,3.999
1108,4.008
1109,4.016
1110,4.024
1111,4.033
1112,4.041
1113,4.05
1114,4.058
1115,4.067
1116,4.075
1117,4.084
1118,4.093
1119,4.101
1120,4.11
1121,4.118
1122,4.127
1123,4.135
1124,4.144
1125,4.152
1126,4.161
1127,4.17
1128,4.178
1129,4.187
1130,4.195
1131,4.204
1132,4.213
1133,4.221
1134,4.23
1135,4.239
1136,4.247
1137,4.256
1138,4.265
1139,4.273
1140,4.282
1141,4.291
1142,4.299
1143,4.308
1144,4.317
1145,4.326
1146,4.334
1147,4.343
1148,4.352
1149,4.36
1150,4.369
1151,4.378
1152,4.387
1153,4.396
1154,4.404
1155,4.413
1156,4.422
1157,4.431
1158,4.44
1159,4.448
1160,4.457
1161,4.466
1162,4.475
1163,4.484
1164,4.493
1165,4.501
1166,4.51
1167,4.519
1168,4.528
1169,4.537
1170,4.546
1171,4.555
1172,4.564
1173,4.573
1174,4.582
1175,4.591
1176,4.599
1177,4.608
1178,4.617
1179,4.626
1180,4.635
1181,4.644
1182,4.653
1183,4.662
1184,4.671
1185,4.68
1186,4.689
1187,4.698
1188,4.707
1189,4.716
1190,4.725
1191,4.734
1192,4.743
1193,4.753
1194,4.762
1195,4.771
1196,4.78
1197,4.789
1198,4.798
1199,4.807
1200,4.816
1201,4.825
1202,4.834
1203,4.843
1204,4.853
1205,4.862
1206,4.871
1207,4.88
1208,4.889
1209,4.898
1210,4.908
1211,4.917
1212,4.926
