temp,value
716,11.432
717,11.448
718,11.465
719,11.481
720,11.498
721,11.514
722,11.53
723,11.547
724,11.563
725,11.58
726,11.596
727,11.613
728,11.629
729,11.646
730,11.662
731,11.678
732,11.695
733,11.711
734,11.728
735,11.744
736,11.761
737,11.777
738,11.793
739,11.81
740,11.826
741,11.843
742,11.859
743,11.875
744,11.892
745,11.908
746,11.925
747,11.941
748,11.957
749,11.974
750,11.99
751,12.006
752,12.023
753,12.039
754,12.056
755,12.072
756,12.088
757,12.105
758,12.121
759,12.137
760,12.154
761,12.17
762,12.186
763,12.203
764,12.219
765,12.235
766,12.252
767,12.268
768,12.284
769,12.301
770,12.317
771,12.333
772,12.35
773,12.366
774,12.382
775,12.399
776,12.415
777,12.431
778,12.447
779,12.464
780,12.48
781,12.496
782,12.513
783,12.529
784,12.545
785,12.561
786,12.578
787,12.594
788,12.61
789,12.627
790,12.643
791,12.659
792,12.675
793,12.692
794,12.708
795,12.724
796,12.74
797,12.757
798,12.773
799,12.789
800,12.805
801,12.821
802,12.838
803,12.854
804,12.87
805,12.886
806,12.903
807,12.919
808,12.935
809,12.951
810,12.967
811,12.984
812,13.0
813,13.016
814,13.032
815,13.048
816,13.065
817,13.081
818,13.097
819,13.113
820,13.129
821,13.145
822,13.162
823,13.178
824,13.194
825,13.21
826,13.226
827,13.242
828,13.258
829,13.275
830,13.291
831,13.307
832,13.323
833,13.339
834,13.355
835,13.371
836,13.387
837,13.404
838,13.42
839,13.436
840,13.452
841,13.468
842,13.484
843,13.5
844,13.516
845,13.532
846,13.548
847,13.564
848,13.581
849,13.597
850,13.613
851,13.629
852,13.645
853,13.661
854,13.677
855,13.693
856,13.709
857,13.725
858,13.741
859,13.757
860,13.773
861,13.789
862,13.805
863,13.821
864,13.837
865,13.853
866,13.869
867,13.885
868,13.901
869,13.917
870,13.933
871,13.949
872,13.965
873,13.981
874,13.997
875,14.013
876,14.029
877,14.045
878,14.061
879,14.077
880,14.093
881,14.109
882,14.125
883,14.141
884,14.157
885,14.173
886,14.189
887,14.205
888,14.221
889,14.236
890,14.252
891,14.268
892,14.284
893,14.3
894,14.316
895,14.332
896,14.348
897,14.364
898,14.38
899,14.396
900,14.411
901,14.427
902,14.443
903,14.459
904,14.475
905,14.491
906,14.507
907,14.523
908,14.538
909,14.554
910,14.57
911,14.586
912,14.602
913,14.618
914,14.633
915,14.649
916,14.665
917,14.681
918,14.697
919,14.713
920,14.728
921,14.744
922,14.76
923,14.776
924,14.792
925,14.807
926,14.823
927,14.839
928,14.855
929,14.87
930,14.886
931,14.902
932,14.918
933,14.933
934,14.949
935,14.965
936,14.981
937,14.996
938,15.012
939,15.028
940,15.044
941,15.059
942,15.075
943,15.091
944,15.107
945,15.122
946,15.138
947,15.154
948,15.169
949,15.185
950,15.201
951,15.216
952,15.232
953,15.248
954,15.263
955,15.279
956,15.295
957,15.31
958,15.326
959,15.342
960,15.357
961,15.373
962,15.389
963,15.404
964,15.42
965,15.436
966,15.451
967,15.467
968,15.482
969,15.498
970,15.514
971,15.529
972,15.545
973,15.56
974,15.576
975,15.592
976,15.607
977,15.623
978,15.638
979,15.654
980,15.669
981,15.685
982,15.701
983,15.716
984,15.732
985,15.747
986,15.763
987,15.778
988,15.794
989,15.809
990,15.825
991,15.84
992,15.856
993,15.871
994,15.887
995,15.902
996,15.918
997,15.933
998,15.949
999,15.964
1000,15.98
1001,15.995
