temp,value
-260,	0.200
-250,	0.510
-200,	8.622564
-195,	9.718459
-190,	10.809793
-185,	11.896708
-180,	12.979342
-175,	14.057828
-170,	15.132300
-165,	16.202885
-160,	17.269708
-155,	18.332891
-150,	19.392553
-145,	20.448808
-140,	21.501770
-135,	22.551546
-130,	23.598242
-125,	24.641961
-120,	25.682802
-115,	26.720860
-110,	27.756227
-105,	28.788995
-100,	29.819247
-95 ,	30.847068
-90 ,	31.872536
-85 ,	32.895728
-80 ,	33.916718
-75 ,	34.935574
-70 ,	35.952365
-65 ,	36.967151
-60 ,	37.979995
-55 ,	38.990953
-50 ,	40.000078
-45 ,	41.007421
-40 ,	42.013028
-35 ,	43.016944
-30 ,	44.019210
-25 ,	45.019861
-20 ,	46.018934
-15 ,	47.016458
-10 ,	48.012462
-5  ,	49.006969
0   ,	50.000000
5   ,	50.991571
10  ,	51.981686
15  ,	52.970342
20  ,	53.957542
25  ,	54.943284
30  ,	55.927570
35  ,	56.910397
40  ,	57.891768
45  ,	58.871681
50  ,	59.850138
55  ,	60.827136
60  ,	61.802678
65  ,	62.776762
70  ,	63.749390
75  ,	64.720559
80  ,	65.690272
85  ,	66.658527
90  ,	67.625326
95  ,	68.590666
100 ,	69.554550
105 ,	70.516976
110 ,	71.477946
115 ,	72.437457
120 ,	73.395512
125 ,	74.352109
130 ,	75.307250
135 ,	76.260932
140 ,	77.213158
145 ,	78.163926
150 ,	79.113238
155 ,	80.061091
160 ,	81.007488
165 ,	81.952427
170 ,	82.895910
175 ,	83.837934
180 ,	84.778502
185 ,	85.717612
190 ,	86.655266
195 ,	87.591461
200 ,	88.526200
205 ,	89.459481
210 ,	90.391306
215 ,	91.321672
220 ,	92.250582
225 ,	93.178034
230 ,	94.104030
235 ,	95.028567
240 ,	95.951648
245 ,	96.873271
250 ,	97.793438
255 ,	98.712146
260 ,	99.629398
265 ,	100.545192
270 ,	101.459530
275 ,	102.372409
280 ,	103.283832
285 ,	104.193797
290 ,	105.102306
295 ,	106.009356
300 ,	106.914950
305 ,	107.819086
310 ,	108.721766
315 ,	109.622987
320 ,	110.522752
325 ,	111.421059
330 ,	112.317910
335 ,	113.213302
340 ,	114.107238
345 ,	114.999716
350 ,	115.890738
355 ,	116.780301
360 ,	117.668408
365 ,	118.555057
370 ,	119.440250
375 ,	120.323984
380 ,	121.206262
385 ,	122.087082
390 ,	122.966446
395 ,	123.844351
400 ,	124.720800
405 ,	125.595791
410 ,	126.469326
415 ,	127.341402
420 ,	128.212022
425 ,	129.081184
430 ,	129.948890
435 ,	130.815137
440 ,	131.679928
445 ,	132.543261
450 ,	133.405138
455 ,	134.265556
460 ,	135.124518
465 ,	135.982022
470 ,	136.838070
475 ,	137.692659
480 ,	138.545792
485 ,	139.397467
490 ,	140.247686
495 ,	141.096446
500 ,	141.943750
505 ,	142.789596
510 ,	143.633986
515 ,	144.476917
520 ,	145.318392
525 ,	146.158409
530 ,	146.996970
535 ,	147.834072
540 ,	148.669718
545 ,	149.503906
550 ,	150.336638
555 ,	151.167911
560 ,	151.997728
565 ,	152.826087
570 ,	153.652990
575 ,	154.478434
580 ,	155.302422
585 ,	156.124952
590 ,	156.946026
595 ,	157.765641
600 ,	158.583800
605 ,	159.339924
610 ,	160.154163
615 ,	160.966936
620 ,	161.778244
625 ,	162.588086
630 ,	163.396463
635 ,	164.203374
640 ,	165.008819
645 ,	165.812799
650 ,	166.615314
655 ,	167.416363
660 ,	168.215946
665 ,	169.014064
670 ,	169.810717
675 ,	170.605903
680 ,	171.399625
685 ,	172.191881
690 ,	172.982671
695 ,	173.771996
700 ,	174.559855
705 ,	175.346249
710 ,	176.131177
715 ,	176.914640
720 ,	177.696637
725 ,	178.477168
730 ,	179.256235
735 ,	180.033835
740 ,	180.809970
745 ,	181.584640
750 ,	182.357844
755 ,	183.129582
760 ,	183.899855
765 ,	184.668663
770 ,	185.436005
775 ,	186.201881
780 ,	186.966292
785 ,	187.729237
790 ,	188.490717
795 ,	189.250731
800 ,	190.009280
805 ,	190.766363
810 ,	191.521981
815 ,	192.276133
820 ,	193.028820
825 ,	193.780041
830 ,	194.529797
835 ,	195.278087
840 ,	196.024911
845 ,	196.770270
850 ,	197.514164
855 ,	198.256592
860 ,	198.997554
865 ,	199.737051
870 ,	200.475083
875 ,	201.211648
880 ,	201.946749
885 ,	202.680384
890 ,	203.412553
895 ,	204.143257
900 ,	204.872495
905 ,	205.600268
910 ,	206.326575
915 ,	207.051417
920 ,	207.774793
925 ,	208.496703
930 ,	209.217149
935 ,	209.936128
940 ,	210.653642
945 ,	211.369691
950 ,	212.084274
955 ,	212.797391
960 ,	213.509043
965 ,	214.219230
970 ,	214.927951
975 ,	215.635206
980 ,	216.340996
985 ,	217.045320
990 ,	217.748179
995 ,	218.449572
1000,	219.149500
1005,	219.847962
1010,	220.544959
1015,	221.240490
1020,	221.934556
1025,	222.627156
1030,	223.318291
1035,	224.007960
1040,	224.696163
1045,	225.382901
1050,	226.068174
1055,	226.751981
1060,	227.434322
1065,	228.115198
1070,	228.794609
1075,	229.472553
1080,	230.149033
1085,	230.824047
1090,	231.497595
1095,	232.169678
1100,	232.840295
